--ramp rate info
Generator, Unit, ramp rate bound
3557, '1', 0.0000000000
3562, '1', 0.0000000000
3571, '1', 0.0000000000
3581, '1', 0.0000000000
3586, '1', 0.0000000000
3648, '1', 0.0000000000
3649, '1', 0.0000000000
3654, '1', 0.0000000000
3660, '1', 0.0000000000
3662, '1', 0.0000000000
3664, '1', 0.0000000000
3665, '1', 0.0000000000
3667, '1', 0.0000000000
3675, '1', 0.0000000000
3692, '1', 0.0000000000
3721, '1', 0.0000000000
3730, '1', 0.0000000000
3732, '1', 0.0000000000
3733, '1', 0.0000000000
3734, '1', 0.0000000000
3748, '1', 0.0000000000
3750, '1', 0.0000000000
3751, '1', 0.0000000000
3756, '1', 0.0000000000
3758, '1', 0.0000000000
3764, '1', 0.0000000000
3765, '1', 0.0000000000
3792, '1', 0.0000000000
3793, '1', 0.0000000000
3809, '1', 0.0000000000
3850, '1', 0.0000000000
3854, '1', 0.0000000000
3873, '1', 0.0000000000
3875, '1', 0.0000000000
3884, '1', 0.0000000000
3908, '1', 0.0000000000
3915, '1', 0.0000000000
3934, '1', 0.0000000000
3939, '1', 0.0000000000
3941, '1', 0.0000000000
3942, '1', 0.0000000000
3943, '1', 0.0000000000
3944, '1', 0.0000000000
3968, '1', 0.0000000000
3973, '1', 0.0000000000
3998, '1', 0.0000000000
4015, '1', 0.0000000000
4023, '1', 0.0000000000
4051, '1', 0.0000000000
4054, '1', 0.0000000000
4062, '1', 0.0000000000
4071, '1', 0.0000000000
4078, '1', 0.0000000000
4079, '1', 0.0000000000
4083, '1', 0.0000000000
4088, '1', 0.0000000000
4115, '1', 0.0000000000
4118, '1', 0.0000000000
4120, '1', 0.0000000000
4125, '1', 0.0000000000
4129, '1', 0.0000000000
4171, '1', 0.0000000000
4192, '1', 0.0000000000
4193, '1', 0.0000000000
4194, '1', 0.0000000000
4195, '1', 0.0000000000
4196, '1', 0.0000000000
4197, '1', 0.0000000000
4200, '1', 0.0000000000
4203, '1', 0.0000000000
4209, '1', 0.0000000000
4226, '1', 0.0000000000
4229, '1', 0.0000000000
4230, '1', 0.0000000000
4231, '1', 0.0000000000
4232, '1', 0.0000000000
4234, '1', 0.0000000000
4235, '1', 0.0000000000
4236, '1', 0.0000000000
4237, '1', 0.0000000000
4238, '1', 0.0000000000
4249, '1', 0.0000000000
4250, '1', 0.0000000000
4263, '1', 0.0000000000
4305, '1', 0.0000000000
4306, '1', 0.0000000000
4308, '1', 0.0000000000
4310, '1', 0.0000000000
4312, '1', 0.0000000000
4322, '1', 0.0000000000
4337, '1', 0.0000000000
4395, '1', 0.0000000000
4411, '1', 0.0000000000
4412, '1', 0.0000000000
4437, '1', 0.0000000000
4447, '1', 0.0000000000
4449, '1', 0.0000000000
4461, '1', 0.0000000000
4469, '1', 0.0000000000
4470, '1', 0.0000000000
4481, '1', 0.0000000000
4495, '1', 0.0000000000
4500, '1', 0.0000000000
4518, '1', 0.0000000000
4532, '1', 0.0000000000
4534, '1', 0.0000000000
4542, '1', 0.0000000000
4555, '1', 0.0000000000
4557, '1', 0.0000000000
4558, '1', 0.0000000000
4567, '1', 0.0000000000
4579, '1', 0.0000000000
4602, '1', 0.0000000000
4617, '1', 0.0000000000
4623, '1', 0.0000000000
4634, '1', 0.0000000000
4643, '1', 0.0000000000
4652, '1', 0.0000000000
4665, '1', 0.0000000000
4666, '1', 0.0000000000
4667, '1', 0.0000000000
4668, '1', 0.0000000000
4702, '1', 0.0000000000
4707, '2', 0.0000000000
4708, '1', 0.0000000000
4709, '1', 0.0000000000
4712, '1', 0.0000000000
4713, '1', 0.0000000000
4714, '1', 0.0000000000
4715, '2', 0.0000000000
4717, '1', 0.0000000000
4722, '1', 0.0000000000
4745, '1', 0.0000000000
4746, '1', 0.0000000000
4750, '1', 0.0000000000
4764, '1', 0.0000000000
4771, '1', 0.0000000000
4772, '1', 0.0000000000
4781, '1', 0.0000000000
4799, '1', 0.0000000000
4808, '1', 0.0000000000
4814, '1', 0.0000000000
4818, '1', 0.0000000000
4819, '1', 0.0000000000
4820, '1', 0.0000000000
4821, '1', 0.0000000000
4830, '1', 0.0000000000
4850, '1', 0.0000000000
4853, '1', 0.0000000000
4856, '1', 0.0000000000
4858, '1', 0.0000000000
4859, '1', 0.0000000000
4862, '1', 0.0000000000
4863, '1', 0.0000000000
4864, '1', 0.0000000000
4866, '1', 0.0000000000
4867, '1', 0.0000000000
4873, '1', 0.0000000000
4882, '1', 0.0000000000
4885, '1', 0.0000000000
4887, '1', 0.0000000000
4909, '1', 0.0000000000
4910, '1', 0.0000000000
5051, '1', 0.0000000000
5052, '1', 0.0000000000
5058, '1', 0.0000000000
5059, '1', 0.0000000000
5060, '1', 0.0000000000
5064, '1', 0.0000000000
5065, '1', 0.0000000000
5066, '1', 0.0000000000
5068, '1', 0.0000000000
5069, '1', 0.0000000000
5089, '1', 0.0000000000
5091, '1', 0.0000000000
5109, '1', 0.0000000000
5143, '1', 0.0000000000
5144, '1', 0.0000000000
5152, '1', 0.0000000000
5154, '1', 0.0000000000
5163, '1', 0.0000000000
5191, '1', 0.0000000000
5192, '1', 0.0000000000
5193, '1', 0.0000000000
5195, '1', 0.0000000000
5201, '1', 0.0000000000
5264, '1', 0.0000000000
5273, '1', 0.0000000000
5309, '1', 0.0000000000
5311, '1', 0.0000000000
5337, '1', 0.0000000000
5356, '1', 0.0000000000
5370, '1', 0.0000000000
5371, '1', 0.0000000000
5372, '1', 0.0000000000
5380, '1', 0.0000000000
5383, '1', 0.0000000000
5385, '1', 0.0000000000
5414, '1', 0.0000000000
5419, '1', 0.0000000000
5447, '1', 0.0000000000
5462, '1', 0.0000000000
5473, '1', 0.0000000000
5476, '1', 0.0000000000
5478, '1', 0.0000000000
5480, '1', 0.0000000000
5481, '1', 0.0000000000
5483, '1', 0.0000000000
5490, '1', 0.0000000000
5506, '1', 0.0000000000
5511, '1', 0.0000000000
5598, '1', 0.0000000000
5602, '1', 0.0000000000
5613, '1', 0.0000000000
5625, '1', 0.0000000000
5629, '1', 0.0000000000
5630, '1', 0.0000000000
5631, '1', 0.0000000000
5657, '1', 0.0000000000
5678, '1', 0.0000000000
5680, '1', 0.0000000000
5683, '1', 0.0000000000
5707, '1', 0.0000000000
5710, '1', 0.0000000000
5712, '1', 0.0000000000
5717, '1', 0.0000000000
5718, '1', 0.0000000000
5720, '1', 0.0000000000
5722, '1', 0.0000000000
5725, '1', 0.0000000000
5739, '1', 0.0000000000
5792, '1', 0.0000000000
5812, '1', 0.0000000000
5815, '1', 0.0000000000
5836, '1', 0.0000000000
5858, '1', 0.0000000000
5915, '1', 0.0000000000
5926, '1', 0.0000000000
5927, '1', 0.0000000000
5954, '1', 0.0000000000
5961, '1', 0.0000000000
5984, '1', 0.0000000000
5988, '1', 0.0000000000
5990, '1', 0.0000000000
6059, '1', 0.0000000000
6084, '1', 0.0000000000
6085, '1', 0.0000000000
6118, '1', 0.0000000000
6119, '1', 0.0000000000
6124, '1', 0.0000000000
6182, '1', 0.0000000000
6202, '1', 0.0000000000
6230, '1', 0.0000000000
6251, '1', 0.0000000000
6274, '1', 0.0000000000
6275, '1', 0.0000000000
6276, '1', 0.0000000000
6283, '1', 0.0000000000
6292, '1', 0.0000000000
6313, '1', 0.0000000000
6353, '1', 0.0000000000
6378, '1', 0.0000000000
6420, '1', 0.0000000000
6421, '1', 0.0000000000
6435, '1', 0.0000000000
6459, '1', 0.0000000000
6471, '1', 0.0000000000
6477, '1', 0.0000000000
6482, '1', 0.0000000000
6493, '1', 0.0000000000
6498, '1', 0.0000000000
6505, '1', 0.0000000000
6519, '1', 0.0000000000
6524, '1', 0.0000000000
6525, '1', 0.0000000000
6530, '1', 0.0000000000
6534, '1', 0.0000000000
6535, '1', 0.0000000000
6537, '1', 0.0000000000
6539, '1', 0.0000000000
6542, '1', 0.0000000000
6547, '1', 0.0000000000
6576, '1', 0.0000000000
6578, '1', 0.0000000000
6581, '1', 0.0000000000
6590, '1', 0.0000000000
6592, '1', 0.0000000000
6594, '1', 0.0000000000
6600, '1', 0.0000000000
6604, '1', 0.0000000000
6605, '1', 0.0000000000
6610, '1', 0.0000000000
6611, '1', 0.0000000000
6628, '1', 0.0000000000
6634, '1', 0.0000000000
6667, '1', 0.0000000000
6672, '1', 0.0000000000
6686, '1', 0.0000000000
6692, '1', 0.0000000000
6697, '1', 0.0000000000
6705, '1', 0.0000000000
6719, '1', 0.0000000000
6722, '1', 0.0000000000
6728, '1', 0.0000000000
6729, '1', 0.0000000000
6730, '1', 0.0000000000
6741, '1', 0.0000000000
6751, '1', 0.0000000000
6752, '1', 0.0000000000
6754, '1', 0.0000000000
6756, '1', 0.0000000000
6758, '1', 0.0000000000
6759, '1', 0.0000000000
6760, '1', 0.0000000000
6761, '2', 0.0000000000
6776, '1', 0.0000000000
6783, '1', 0.0000000000
6785, '1', 0.0000000000
6811, '1', 0.0000000000
6816, '1', 0.0000000000
6818, '1', 0.0000000000
6822, '1', 0.0000000000
6827, '1', 0.0000000000
6828, '1', 0.0000000000
6829, '1', 0.0000000000
6830, '1', 0.0000000000
6832, '1', 0.0000000000
6834, '1', 0.0000000000
6857, '1', 0.0000000000
6870, '1', 0.0000000000
6871, '1', 0.0000000000
6872, '1', 0.0000000000
6873, '1', 0.0000000000
6876, '1', 0.0000000000
6877, '1', 0.0000000000
6924, '1', 0.0000000000
6945, '1', 0.0000000000
6952, '1', 0.0000000000
6957, '1', 0.0000000000
6962, '1', 0.0000000000
6972, '1', 0.0000000000
6974, '1', 0.0000000000
6991, '1', 0.0000000000
6994, '1', 0.0000000000
6995, '1', 0.0000000000
7006, '1', 0.0000000000
7023, '1', 0.0000000000
7027, '1', 0.0000000000
7028, '1', 0.0000000000
7029, '1', 0.0000000000
7036, '1', 0.0000000000
7061, '1', 0.0000000000
7087, '1', 0.0000000000
7113, '1', 0.0000000000
7124, '1', 0.0000000000
7129, '1', 0.0000000000
7170, '1', 0.0000000000
7197, '1', 0.0000000000
7207, '1', 0.0000000000
7208, '1', 0.0000000000
7215, '1', 0.0000000000
7255, '1', 0.0000000000
7322, '1', 0.0000000000
7323, '1', 0.0000000000
7354, '1', 0.0000000000
7367, '1', 0.0000000000
7437, '1', 0.0000000000
7467, '1', 0.0000000000
7479, '1', 0.0000000000
7486, '1', 0.0000000000
7503, '1', 0.0000000000
7510, '1', 0.0000000000
7515, '1', 0.0000000000
7519, '1', 0.0000000000
7520, '1', 0.0000000000
7550, '1', 0.0000000000
7577, '1', 0.0000000000
7580, '1', 0.0000000000
7581, '1', 0.0000000000
7584, '1', 0.0000000000
7587, '1', 0.0000000000
7588, '1', 0.0000000000
7591, '1', 0.0000000000
7594, '1', 0.0000000000
7603, '1', 0.0000000000
7616, '1', 0.0000000000
7619, '1', 0.0000000000
7623, '1', 0.0000000000
7625, '1', 0.0000000000
7626, '1', 0.0000000000
7628, '1', 0.0000000000
7631, '1', 0.0000000000
7632, '1', 0.0000000000
7636, '1', 0.0000000000
7637, '1', 0.0000000000
7638, '1', 0.0000000000
7639, '1', 0.0000000000
7641, '1', 0.0000000000
7642, '1', 0.0000000000
7643, '1', 0.0000000000
7646, '1', 0.0000000000
7647, '1', 0.0000000000
7648, '1', 0.0000000000
7649, '7', 0.0000000000
7653, '1', 0.0000000000
7654, '1', 0.0000000000
7655, '1', 0.0000000000
7656, '1', 0.0000000000
7657, '1', 0.0000000000
7659, '5', 0.0000000000
7660, '1', 0.0000000000
7661, '1', 0.0000000000
7668, '1', 0.0000000000
7674, '1', 0.0000000000
7675, '1', 0.0000000000
7676, '1', 0.0000000000
7677, '1', 0.0000000000
7679, '2', 0.0000000000
7680, '1', 0.0000000000
7681, '1', 0.0000000000
7684, '1', 0.0000000000
7686, '1', 0.0000000000
7690, '1', 0.0000000000
7691, '1', 0.0000000000
7692, '1', 0.0000000000
7695, '1', 0.0000000000
7696, '1', 0.0000000000
7700, '1', 0.0000000000
7702, '1', 0.0000000000
7707, '3', 0.0000000000
7709, '1', 0.0000000000
7711, '1', 0.0000000000
7723, '1', 0.0000000000
7724, '1', 0.0000000000
7726, '1', 0.0000000000
7727, '1', 0.0000000000
7728, '1', 0.0000000000
7731, '2', 0.0000000000
7732, '1', 0.0000000000
7733, '1', 0.0000000000
7734, '1', 0.0000000000
7737, '1', 0.0000000000
7738, '1', 0.0000000000
7740, '1', 0.0000000000
7743, '1', 0.0000000000
7751, '9', 0.0000000000
7753, '1', 0.0000000000
7755, '1', 0.0000000000
7758, '1', 0.0000000000
7761, '1', 0.0000000000
7765, '1', 0.0000000000
7767, '1', 0.0000000000
7770, '1', 0.0000000000
7771, '1', 0.0000000000
7772, '1', 0.0000000000
7773, '7', 0.0000000000
7775, '1', 0.0000000000
7778, '4', 0.0000000000
7781, '1', 0.0000000000
7785, '1', 0.0000000000
7786, '1', 0.0000000000
7787, '1', 0.0000000000
7789, '1', 0.0000000000
7791, '1', 0.0000000000
7794, '1', 0.0000000000
7795, '1', 0.0000000000
7801, '1', 0.0000000000
7805, '1', 0.0000000000
7806, '1', 0.0000000000
7808, '15', 0.0000000000
7817, '1', 0.0000000000
7818, '1', 0.0000000000
7820, '1', 0.0000000000
7824, '1', 0.0000000000
7830, '7', 0.0000000000
7831, '1', 0.0000000000
7833, '1', 0.0000000000
7845, '1', 0.0000000000
7850, '3', 0.0000000000
7856, '1', 0.0000000000
7862, '1', 0.0000000000
7866, '1', 0.0000000000
7867, '1', 0.0000000000
7868, '1', 0.0000000000
7869, '1', 0.0000000000
7870, '4', 0.0000000000
7871, '1', 0.0000000000
7881, '1', 0.0000000000
7882, '4', 0.0000000000
7883, '1', 0.0000000000
7885, '1', 0.0000000000
7888, '1', 0.0000000000
7889, '9', 0.0000000000
7892, '2', 0.0000000000
7893, '1', 0.0000000000
7896, '1', 0.0000000000
7898, '1', 0.0000000000
7904, '1', 0.0000000000
7905, '1', 0.0000000000
7906, '1', 0.0000000000
7908, '1', 0.0000000000
7909, '1', 0.0000000000
7910, '1', 0.0000000000
7911, '5', 0.0000000000
7912, '1', 0.0000000000
7915, '1', 0.0000000000
7916, '1', 0.0000000000
7918, '1', 0.0000000000
7919, '1', 0.0000000000
7927, '1', 0.0000000000
7928, '1', 0.0000000000
7929, '1', 0.0000000000
7937, '1', 0.0000000000
7938, '1', 0.0000000000
7942, '1', 0.0000000000
7947, '1', 0.0000000000
7948, '1', 0.0000000000
7950, '1', 0.0000000000
7955, '1', 0.0000000000
7956, '1', 0.0000000000
7957, '1', 0.0000000000
7962, '1', 0.0000000000
7963, '1', 0.0000000000
7970, '1', 0.0000000000
7971, '7', 0.0000000000
7974, '1', 0.0000000000
7975, '1', 0.0000000000
7976, '1', 0.0000000000
7978, '1', 0.0000000000
7981, '1', 0.0000000000
7982, '1', 0.0000000000
7983, '1', 0.0000000000
7984, '1', 0.0000000000
7985, '1', 0.0000000000
7987, '1', 0.0000000000
7989, '6', 0.0000000000
7990, '1', 0.0000000000
7991, '1', 0.0000000000
7992, '1', 0.0000000000
8003, '7', 0.0000000000
8007, '1', 0.0000000000
8008, '1', 0.0000000000
8010, '1', 0.0000000000
8011, '1', 0.0000000000
8014, '1', 0.0000000000
8015, '1', 0.0000000000
8016, '1', 0.0000000000
8017, '1', 0.0000000000
8018, '6', 0.0000000000
8019, '1', 0.0000000000
8020, '1', 0.0000000000
8021, '1', 0.0000000000
8022, '2', 0.0000000000
8031, '2', 0.0000000000
8033, '1', 0.0000000000
8041, '1', 0.0000000000
8044, '1', 0.0000000000
8052, '1', 0.0000000000
8069, '1', 0.0000000000
8071, '1', 0.0000000000
8074, '1', 0.0000000000
8081, '1', 0.0000000000
8082, '7', 0.0000000000
8085, '1', 0.0000000000
8094, '5', 0.0000000000
8100, '1', 0.0000000000
8101, '1', 0.0000000000
8102, '2', 0.0000000000
8103, '1', 0.0000000000
8104, '1', 0.0000000000
8106, '1', 0.0000000000
8108, '1', 0.0000000000
8113, '4', 0.0000000000
8114, '1', 0.0000000000
8116, '1', 0.0000000000
8117, '1', 0.0000000000
8122, '1', 0.0000000000
8123, '1', 0.0000000000
8124, '1', 0.0000000000
8125, '1', 0.0000000000
8138, '1', 0.0000000000
8144, '1', 0.0000000000
8145, '1', 0.0000000000
8146, '1', 0.0000000000
8147, '1', 0.0000000000
8148, '3', 0.0000000000
8150, '1', 0.0000000000
8157, '1', 0.0000000000
8160, '1', 0.0000000000
8174, '1', 0.0000000000
8176, '1', 0.0000000000
8177, '1', 0.0000000000
8178, '1', 0.0000000000
8179, '2', 0.0000000000
8180, '1', 0.0000000000
8181, '1', 0.0000000000
8183, '1', 0.0000000000
8184, '1', 0.0000000000
8185, '21', 0.0000000000
8186, '1', 0.0000000000
8191, '2', 0.0000000000
8192, '1', 0.0000000000
8196, '6', 0.0000000000
8199, '5', 0.0000000000
8200, '1', 0.0000000000
8201, '1', 0.0000000000
8202, '1', 0.0000000000
8204, '1', 0.0000000000
8206, '1', 0.0000000000
8207, '1', 0.0000000000
8208, '1', 0.0000000000
8210, '1', 0.0000000000
8214, '1', 0.0000000000
8217, '1', 0.0000000000
8226, '1', 0.0000000000
8227, '1', 0.0000000000
8231, '5', 0.0000000000
8232, '1', 0.0000000000
8234, '1', 0.0000000000
8238, '1', 0.0000000000
8239, '5', 0.0000000000
8243, '1', 0.0000000000
8253, '1', 0.0000000000
8261, '1', 0.0000000000
8262, '1', 0.0000000000
8263, '1', 0.0000000000
8266, '1', 0.0000000000
8268, '1', 0.0000000000
8269, '3', 0.0000000000
8270, '1', 0.0000000000
8271, '1', 0.0000000000
8276, '1', 0.0000000000
8278, '1', 0.0000000000
8279, '1', 0.0000000000
8285, '1', 0.0000000000
8288, '1', 0.0000000000
8289, '1', 0.0000000000
8290, '1', 0.0000000000
8302, '4', 0.0000000000
8306, '1', 0.0000000000
8307, '1', 0.0000000000
8309, '1', 0.0000000000
8313, '1', 0.0000000000
8315, '31', 0.0000000000
8317, '1', 0.0000000000
8320, '1', 0.0000000000
8328, '1', 0.0000000000
8329, '1', 0.0000000000
8331, '1', 0.0000000000
8332, '1', 0.0000000000
8335, '1', 0.0000000000
8336, '1', 0.0000000000
8339, '1', 0.0000000000
8340, '14', 0.0000000000
8341, '1', 0.0000000000
8342, '1', 0.0000000000
8345, '1', 0.0000000000
8347, '5', 0.0000000000
8352, '1', 0.0000000000
8357, '7', 0.0000000000
8358, '1', 0.0000000000
8361, '1', 0.0000000000
8362, '1', 0.0000000000
8366, '1', 0.0000000000
8368, '1', 0.0000000000
8369, '1', 0.0000000000
8377, '1', 0.0000000000
8384, '1', 0.0000000000
8391, '1', 0.0000000000
8400, '8', 0.0000000000
8402, '1', 0.0000000000
8403, '2', 0.0000000000
8405, '2', 0.0000000000
8406, '1', 0.0000000000
8407, '1', 0.0000000000
8408, '1', 0.0000000000
8412, '1', 0.0000000000
8413, '1', 0.0000000000
8414, '4', 0.0000000000
8415, '1', 0.0000000000
8417, '1', 0.0000000000
8418, '1', 0.0000000000
8420, '1', 0.0000000000
8423, '1', 0.0000000000
8425, '1', 0.0000000000
8426, '1', 0.0000000000
8443, '1', 0.0000000000
8444, '1', 0.0000000000
8447, '1', 0.0000000000
8455, '1', 0.0000000000
8459, '1', 0.0000000000
8461, '9', 0.0000000000
8462, '1', 0.0000000000
8463, '1', 0.0000000000
8469, '1', 0.0000000000
8475, '1', 0.0000000000
8476, '1', 0.0000000000
8477, '1', 0.0000000000
8480, '1', 0.0000000000
8486, '2', 0.0000000000
8487, '1', 0.0000000000
8489, '1', 0.0000000000
8491, '1', 0.0000000000
8492, '1', 0.0000000000
8493, '1', 0.0000000000
8496, '1', 0.0000000000
8498, '1', 0.0000000000
8499, '1', 0.0000000000
8501, '1', 0.0000000000
8503, '1', 0.0000000000
8504, '1', 0.0000000000
8506, '1', 0.0000000000
8511, '1', 0.0000000000
8512, '1', 0.0000000000
8513, '1', 0.0000000000
8522, '1', 0.0000000000
8523, '1', 0.0000000000
8524, '1', 0.0000000000
8527, '1', 0.0000000000
8534, '1', 0.0000000000
8540, '1', 0.0000000000
8544, '1', 0.0000000000
8550, '1', 0.0000000000
8552, '1', 0.0000000000
8561, '1', 0.0000000000
8562, '1', 0.0000000000
8566, '1', 0.0000000000
8569, '3', 0.0000000000
8570, '1', 0.0000000000
8571, '1', 0.0000000000
8573, '5', 0.0000000000
8574, '1', 0.0000000000
8580, '1', 0.0000000000
8584, '1', 0.0000000000
8587, '1', 0.0000000000
8590, '1', 0.0000000000
8591, '1', 0.0000000000
8593, '3', 0.0000000000
8594, '1', 0.0000000000
8599, '1', 0.0000000000
8602, '1', 0.0000000000
8603, '1', 0.0000000000
8604, '1', 0.0000000000
8605, '1', 0.0000000000
8606, '1', 0.0000000000
8608, '1', 0.0000000000
8613, '1', 0.0000000000
8618, '1', 0.0000000000
8623, '3', 0.0000000000
8628, '1', 0.0000000000
8629, '1', 0.0000000000
8630, '1', 0.0000000000
8631, '1', 0.0000000000
8638, '1', 0.0000000000
8639, '1', 0.0000000000
8640, '2', 0.0000000000
8641, '1', 0.0000000000
8645, '1', 0.0000000000
8646, '1', 0.0000000000
8647, '1', 0.0000000000
8648, '1', 0.0000000000
8652, '1', 0.0000000000
8653, '1', 0.0000000000
8657, '1', 0.0000000000
8658, '1', 0.0000000000
8659, '3', 0.0000000000
8663, '1', 0.0000000000
8665, '1', 0.0000000000
8668, '1', 0.0000000000
8671, '3', 0.0000000000
8672, '1', 0.0000000000
8674, '1', 0.0000000000
8680, '6', 0.0000000000
8689, '1', 0.0000000000
8692, '1', 0.0000000000
8693, '1', 0.0000000000
8694, '1', 0.0000000000
8702, '1', 0.0000000000
8703, '1', 0.0000000000
8704, '4', 0.0000000000
8715, '1', 0.0000000000
8721, '1', 0.0000000000
8723, '1', 0.0000000000
8724, '5', 0.0000000000
8726, '1', 0.0000000000
8727, '1', 0.0000000000
8728, '1', 0.0000000000
8730, '4', 0.0000000000
8732, '1', 0.0000000000
8735, '1', 0.0000000000
8736, '1', 0.0000000000
8738, '1', 0.0000000000
8739, '2', 0.0000000000
8740, '1', 0.0000000000
8743, '1', 0.0000000000
8744, '1', 0.0000000000
8745, '1', 0.0000000000
8747, '1', 0.0000000000
8750, '1', 0.0000000000
8751, '1', 0.0000000000
8752, '5', 0.0000000000
8754, '1', 0.0000000000
8756, '1', 0.0000000000
8757, '1', 0.0000000000
8758, '2', 0.0000000000
8761, '1', 0.0000000000
8762, '1', 0.0000000000
8767, '1', 0.0000000000
8768, '1', 0.0000000000
8769, '1', 0.0000000000
8770, '1', 0.0000000000
8771, '1', 0.0000000000
8772, '1', 0.0000000000
8774, '3', 0.0000000000
8776, '1', 0.0000000000
8778, '1', 0.0000000000
8779, '1', 0.0000000000
8782, '1', 0.0000000000
8783, '1', 0.0000000000
8788, '1', 0.0000000000
8790, '3', 0.0000000000
8791, '1', 0.0000000000
8793, '1', 0.0000000000
8798, '1', 0.0000000000
8805, '1', 0.0000000000
8806, '1', 0.0000000000
8807, '1', 0.0000000000
8809, '1', 0.0000000000
8810, '1', 0.0000000000
8815, '1', 0.0000000000
8816, '1', 0.0000000000
8823, '1', 0.0000000000
8829, '1', 0.0000000000
8830, '3', 0.0000000000
8831, '1', 0.0000000000
8832, '9', 0.0000000000
8833, '1', 0.0000000000
8834, '1', 0.0000000000
8835, '1', 0.0000000000
8838, '3', 0.0000000000
8839, '1', 0.0000000000
8842, '1', 0.0000000000
8843, '3', 0.0000000000
8848, '1', 0.0000000000
8849, '1', 0.0000000000
8860, '1', 0.0000000000
8862, '1', 0.0000000000
8863, '1', 0.0000000000
8864, '1', 0.0000000000
8865, '8', 0.0000000000
8867, '1', 0.0000000000
